LPCAT2	chr16	55542910	55620578	77669	27589
LPCAT3	chr12	7085348	7125814	40467	17819
RPL35AP	chr20	46106958	46107754	797	375
LPCAT1	chr5	1456595	1524092	67498	37891
NDUFB11P1	chr11	92069038	92069662	625	321
TAGLN	chr11	117070037	117075503	5467	3165
CCDC178	chr18	30517367	31020685	503319	175573
DLEC1	chr3	38080696	38165516	84821	41136
ALPP	chr2	233243244	233247599	4356	2716
MIR513B	chrX	146280562	146280645	84	31
MIR513C	chrX	146271222	146271305	84	32
CCDC170	chr6	151815165	151942328	127164	51943
CCDC171	chr9	15552895	16061661	508767	190405
CCDC172	chr10	118083940	118139541	55602	19144
CCDC173	chr2	170501935	170550943	49009	18959
CCDC174	chr3	14693271	14714166	20896	8832
CCDC175	chr14	59971801	60043549	71749	28165
CCDC176	chr14	74486056	74549566	63511	27314
CCDC177	chr14	70037483	70038032	550	280
PDK1	chr2	173420101	173489823	69723	27654
PDK3	chrX	24483338	24557954	74617	30559
PDK2	chr17	48172101	48189516	17416	9869
EBP	chrX	48379546	48387104	7559	3756
PDK4	chr7	95212811	95225828	13018	4697
LNPEP	chr5	96271098	96373219	102122	37978
ALPI	chr2	233320833	233324742	3910	2446
SEC61A1	chr3	127770484	127790526	20043	9481
SEC61A2	chr10	12171636	12211960	40325	17396
ALPL	chr1	21835858	21904905	69048	35654
PECR	chr2	216861052	216947678	86627	36872
PKP4P1	chr2	210043690	210045847	2158	977
MIR193A	chr17	29887015	29887102	88	56
MIR193B	chr16	14397824	14397906	83	41
HAS2-AS1	chr8	122651533	122656933	5401	2546
PLA2G12AP1	chr1	52834347	52834911	565	286
PLA2G12AP2	chr13	39476524	39476787	264	130
INMT-FAM188B	chr7	30791753	30931696	139944	67321
CTAGE11P	chr13	75812080	75814432	2353	964
HMGN2P19	chr1	229706279	229706543	265	134
HMGN2P18	chr1	155121020	155121295	276	138
HMGN2P13	chr3	152785067	152785340	274	130
HMGN2P11	chr7	84505870	84506272	403	217
HMGN2P10	chr22	42105229	42105493	265	133
HMGN2P17	chr1	8953468	8954210	743	357
HMGN2P16	chr9	15588353	15588613	261	133
DDIT3	chr12	57910371	57914300	3930	1943
DDIT4	chr10	74033678	74035794	2117	1243
SURF6P1	chrY	19304706	19305532	827	464
DOCK9-AS1	chr13	99484338	99486883	2546	993
RIIAD1	chr1	151682909	151702281	19373	9882
GOLGA8T	chr15	30427352	30437770	10419	5529
OR5R1	chr11	56184734	56185708	975	414
GOLGA8Q	chr15	30844183	30854704	10522	5606
GOLGA8S	chr15	23599993	23610281	10289	5450
GOLGA8R	chr15	30695943	30706463	10521	5620
GOLGA8M	chr15	28947100	28983530	36431	16000
GOLGA8O	chr15	32737307	32747835	10529	5614
GOLGA8N	chr15	32885657	32896179	10523	5622
GOLGA8I	chr15	23255242	23268823	13582	6612
GOLGA8H	chr15	30896329	30906764	10436	5544
GOLGA8K	chr15	32684983	32695396	10414	5528
GOLGA8J	chr15	30375158	30385702	10545	5605
GOLGA8G	chr15	28764757	28778160	13404	6585
GOLGA8F	chr15	28623767	28637170	13404	6583
GOLGA8A	chr15	34671269	34880704	209436	92375
GOLGA8B	chr15	34817408	34880704	63297	29807
EPHB1	chr3	134316643	134979309	662667	297130
CT45A1	chrX	134847185	134858567	11383	4544
PTPMT1	chr11	47586982	47595013	8032	3842
CT45A2	chrX	134866214	134875839	9626	4112
CT45A5	chrX	134944381	134953994	9614	4121
CT45A4	chrX	134926788	134953994	27207	11535
CT45A6	chrX	134961634	134971244	9611	4101
VMO1	chr17	4688581	4689729	1149	721
OGFR-AS1	chr20	61431979	61436939	4961	2991
ATP5C1	chr10	7830092	7849778	19687	7901
MIR639	chr19	14640355	14640452	98	72
MIR638	chr19	10829080	10829179	100	81
IGHV1-8	chr14	106539079	106539577	499	268
MIR635	chr17	66420592	66420689	98	43
MIR634	chr17	64783190	64783286	97	51
MIR637	chr19	3961412	3961510	99	61
MIR636	chr17	74732532	74732630	99	78
MIR631	chr15	75645952	75646026	75	46
MIR630	chr15	72879558	72879654	97	33
MIR633	chr17	61021576	61021673	98	33
MIR632	chr17	30677128	30677221	94	62
LINC00320	chr21	22114908	22175426	60519	21612
NPC2	chr14	74942895	74960880	17986	7851
NPC1	chr18	21111401	21166451	55051	24619
LINC00323	chr21	42513427	42520060	6634	3266
LINC00324	chr17	8123960	8127361	3402	1859
LINC00326	chr6	133409219	133427717	18499	6772
LINC00327	chr13	24044186	24060449	16264	6005
C3orf58	chr3	143690640	143767561	76922	28563
RAB3GAP2	chr1	220321635	220445796	124162	46931
BHLHA15	chr7	97841566	97842271	706	498
RAB3GAP1	chr2	135809835	135933964	124130	47124
C3orf52	chr3	111805182	111849851	44670	18959
C3orf55	chr3	157261035	157395538	134504	53191
C3orf56	chr3	126911974	126917025	5052	2684
DAG1	chr3	49506146	49573048	66903	31789
ETHE1	chr19	44010872	44031396	20525	9972
SGSM3	chr22	40766595	40806122	39528	18895
KDM1A	chr1	23345941	23410182	64242	25160
KDM1B	chr6	18155560	18224084	68525	28812
SLC36A2	chr5	150694539	150727151	32613	14078
OR1S1	chr11	57982217	57983195	979	431
OR1S2	chr11	57970674	57971653	980	442
MIR2355	chr2	207974711	207974790	80	32
RBM14-RBM4	chr11	66384097	66413940	29844	14156
FCER1G	chr1	161185024	161190489	5466	2694
BTG4	chr11	111338251	111383079	44829	16655
BTG3	chr21	18965971	18985265	19295	7281
BTG2	chr1	203274619	203278730	4112	2193
BTG1	chr12	92536286	92539673	3388	1621
NMD3P1	chr7	63369344	63370831	1488	608
SRD5A3	chr4	56212276	56239263	26988	12082
SRD5A2	chr2	31747550	31806136	58587	22910
SRD5A1	chr5	6633456	6669675	36220	16199
EIF1AX-AS1	chrX	20158086	20158562	477	184
GGA1	chr22	38004481	38029571	25091	14206
GGA3	chr17	73232695	73258444	25750	13341
GGA2	chr16	23474863	23533316	58454	27917
FHOD1	chr16	67263290	67281561	18272	10346
FHOD3	chr18	33877702	34360018	482317	207657
C4orf6	chr4	5526296	5529528	3233	1463
GJC2	chr1	228337553	228347527	9975	6225
C4orf3	chr4	120218207	120225600	7394	3170
GJC1	chr17	42875816	42908179	32364	14493
PSMB9	chr6	32811913	32847364	35452	15171
PSMB8	chr6	32808494	32812480	3987	2016
PSMB7	chr9	127115745	127177723	61979	26526
PSMB6	chr17	4699439	4701798	2360	1244
PSMB5	chr14	23485752	23504439	18688	8717
PSMB4	chr1	151372010	151374420	2411	1188
PSMB3	chr17	36909003	36920483	11481	5630
PSMB2	chr1	36067185	36107445	40261	16506
PSMB1	chr6	170844205	170862429	18225	7256
LMBR1L	chr12	49490919	49504683	13765	7137
PNMA1	chr14	74178494	74181128	2635	1430
TRAV23DV6	chr14	22554684	22555238	555	240
MEIS1-AS3	chr2	66653867	66660602	6736	2840
FAM90A23P	chr8	7437166	7440175	3010	1768
MEIS1-AS2	chr2	66666220	66668968	2749	1396
PNMA3	chrX	152224766	152228827	4062	2465
SETP5	chr9	140535438	140535999	562	238
SETP4	chrX	84010144	84010854	711	280
SETP7	chr12	107665171	107665623	453	185
PNMA2	chr8	26362217	26371608	9392	4571
SETP1	chr14	20996274	20997118	845	341
SETP2	chr14	51902756	51903681	926	369
PNMA5	chrX	152157368	152162671	5304	3020
SETP9	chr1	160639938	160640769	832	346
SETP8	chrX	116097017	116097644	628	247
LTN1	chr21	30300466	30365277	64812	23812
C9orf147	chr9	115246722	115249484	2763	1386
TRIML2	chr4	189012427	189030757	18331	8096
C9orf141	chr9	139863695	139866442	2748	1787
C9orf142	chr9	139886870	139888436	1567	1017
TRIML1	chr4	189060573	189068897	8325	3961
NACC2	chr9	138898383	138987131	88749	48816
VPS13D	chr1	12290124	12572099	281976	119368
NACC1	chr19	13229109	13251955	22847	12702
VPS13A	chr9	79792269	80036457	244189	87644
SH3KBP1	chrX	19552083	19905719	353637	152266
VPS13C	chr15	62144588	62352672	208085	72571
VPS13B	chr8	100025494	100889808	864315	316762
BEX5	chrX	101408680	101411029	2350	1174
BEX4	chrX	102470020	102472174	2155	1121
BEX2	chrX	102564274	102565974	1701	970
BEX1	chrX	102317579	102319168	1590	903
IGHD6-25	chr14	106347397	106347414	18	11
TMEM160	chr19	47549168	47551882	2715	1672
TMEM163	chr2	135213330	135476570	263241	115079
TMEM165	chr4	56262124	56292339	30216	12203
TMEM164	chrX	109245859	109425962	180104	75752
EVI2A	chr17	29643428	29648767	5340	1753
TMEM168	chr7	112405787	112430647	24861	8898
EVI2B	chr17	29630790	29641123	10334	3835
FOXN1	chr17	26850959	26865914	14956	8410
FOXN2	chr2	48541776	48606434	64659	23479
FOXN3	chr14	89591215	90085493	494279	219017
NICN1	chr3	49460379	49466759	6381	3334
COL14A1	chr8	121072019	121384275	312257	121106
MEMO1P4	chrX	122899151	122899536	386	170
MEMO1P1	chr21	37502669	37504208	1540	667
MEMO1P3	chr3	167606202	167606503	302	115
IFFO1	chr12	6647541	6665239	17699	9613
IGHV4-4	chr14	106478110	106478603	494	283
IFFO2	chr1	19230774	19283180	52407	28475
SNAP91	chr6	84262599	84419410	156812	57428
C11orf39	chr11	131528207	131532850	4644	2179
C11orf35	chr11	554855	560779	5925	3975
C11orf34	chr11	112118876	112131583	12708	5691
C11orf31	chr11	57508825	57510529	1705	910
C11orf30	chr11	76155967	76264069	108103	40738
RPL15P3	chr6	12514342	12515006	665	343
RPL15P2	chr14	95267186	95267800	615	316
RPL15P1	chr20	18070760	18071359	600	299
RPL15P4	chr6	31495891	31496470	580	290
IFNA6	chr9	21349834	21351377	1544	579
MACROD2	chr20	13976015	16033842	2057828	780728
MACROD1	chr11	63766030	63933578	167549	97280
VN1R20P	chr3	13968310	13969275	966	458
ZNF346-IT1	chr5	176478715	176479964	1250	555
KRR1	chr12	75890684	75905416	14733	5141
FAM64A	chr17	6347761	6354382	6622	3564
FAM92A1	chr8	94710789	94743755	32967	12705
HMGN1P9	chr3	134104039	134104336	298	145
HMGN1P4	chr1	182911250	182911539	290	149
HMGN1P5	chr1	158236543	158237110	568	284
HMGN1P6	chr2	207124352	207124642	291	129
HMGN1P7	chr3	93707478	93707790	313	137
HMGN1P2	chr21	33078868	33079177	310	142
HMGN1P3	chr14	69354502	69354801	300	143
HIST2H3PS2	chr1	149398877	149400542	1666	885
C8orf49	chr8	11618765	11621462	2698	1302
C8orf48	chr8	13424352	13425796	1445	611
C8orf47	chr8	99076539	99105838	29300	12495
C8orf46	chr8	67372238	67430759	58522	25498
MGLL	chr3	127407909	127558019	150111	73082
C8orf44	chr8	67579850	67597799	17950	7316
C8orf42	chr8	439803	495781	55979	23992
TP53I3	chr2	24300303	24308731	8429	4170
C8orf40	chr8	42396298	42408151	11854	5306
MB	chr22	36002811	36033998	31188	15693
DUX4L7	chr4	190992087	190993946	1860	1362
DUX4L6	chr4	190995380	190997180	1801	1319
DUX4L5	chr4	190998673	191000289	1617	1192
DUX4L4	chr4	191001979	191003583	1605	1179
DUX4L3	chr4	191008560	191010176	1617	1192
DUX4L2	chr4	191011860	191013719	1860	1363
SLC18A3	chr10	50818347	50820765	2419	1626
SLC18A2	chr10	119000604	119038941	38338	17554
SLC18A1	chr8	20002366	20040717	38352	16873
STRC	chr15	43891596	44020948	129353	60273
DUX4L9	chr4	190942562	190943820	1259	904
DUX4L8	chr4	190988796	190990605	1810	1324
RALBP1	chr18	9475007	9538112	63106	26110
ZNF831	chr20	57766075	57834168	68094	30201
ZNF830	chr17	33288549	33290205	1657	761
ZNF835	chr19	57174635	57183123	8489	4718
ZNF837	chr19	58878993	58892389	13397	7303
ZNF836	chr19	52658125	52674896	16772	7203
ZNF839	chr14	102783714	102809044	25331	12419
LRIF1	chr1	111489807	111506701	16895	6180
FAM91A2	chr1	149284645	149287106	2462	1331
PHAX	chr5	125935960	125962944	26985	11742
HPYR1	chr8	133572745	133573726	982	454
CLYBL-AS2	chr13	100342335	100343225	891	361
CLYBL-AS1	chr13	100378501	100379745	1245	587
MLK7-AS1	chr2	174031174	174146764	115591	45220
RNU6-18	chr15	32576353	32576459	107	48
RSF1-IT2	chr11	77428757	77429456	700	273
TSPY8	chrY	9195406	9218479	23074	10899
SBSPON	chr8	73976775	74036323	59549	25333
ZPBP	chr7	49890017	50160925	270909	98560
TSPY2	chrY	6114264	6117060	2797	1488
TSPY1	chrY	9236076	9307357	71282	10179
MED4-AS1	chr13	48651273	48654127	2855	1124
RAB33A	chrX	129305623	129318844	13222	6314
SLC17A9	chr20	61584052	61599949	15898	9833
RAB33B	chr4	140374386	140397763	23378	9644
SLC17A4	chr6	25754927	25781419	26493	10463
SLC17A5	chr6	74303102	74363878	60777	25671
SLC17A6	chr11	22359643	22401049	41407	15130
SLC17A7	chr19	49932656	49945617	12962	7480
SLC17A1	chr6	25783125	25832287	49163	18061
SLC17A2	chr6	25912982	25930946	17965	7075
SLC17A3	chr6	25833294	25882514	49221	18913
C16orf58	chr16	31500792	31520630	19839	10153
C16orf59	chr16	2510081	2514964	4884	3030
YEATS2-AS1	chr3	183525552	183526729	1178	561
C16orf52	chr16	22018959	22098855	79897	31396
WASIR1	chrX	155244288	155246502	2215	1175
C16orf54	chr16	29753784	29757327	3544	2010
C16orf55	chr16	89724210	89737680	13471	7015
ITCH	chr20	32951041	33099198	148158	60050
CHMP4A	chr14	24678789	24683075	4287	2171
CHMP4B	chr20	32399110	32442172	43063	19994
CHMP4C	chr8	82644669	82671750	27082	10314
COBLL1	chr2	165510134	165700189	190056	68928
ST5	chr11	8714898	8932498	217601	97981
ST7	chr7	116593292	116870157	276866	108387
TMEM173	chr5	138855119	138862520	7402	3965
CYP4A22-AS1	chr1	47562325	47644943	82619	34390
WBP2P1	chr18	22596398	22597168	771	438
ZNF304	chr19	57862645	57871266	8622	4090
STH	chr17	44076616	44077060	445	250
ZNF302	chr19	35168544	35177302	8759	3489
ZNF300	chr5	150273954	150284545	10592	3875
STS	chrX	7137497	7272851	135355	55212
HOXB13	chr17	46802125	46806540	4416	2487
CASP3P1	chr1	71126348	71126948	601	227
TP53TG1	chr7	86954541	86974831	20291	7901
PPP3CA	chr4	101944566	102269435	324870	116288
PPP3CB	chr10	75196186	75255782	59597	23189
PPP3CC	chr8	22298332	22398652	100321	39321
LIF	chr22	30636436	30642840	6405	3762
RPL12	chr9	130209953	130213684	3732	1912
IQCJ-SCHIP1	chr3	158680024	159615155	935132	364688
NPY6R	chr5	137136882	137146440	9559	3768
HK2P1	chrX	79827370	79830106	2737	1498
RPL18	chr19	49118585	49122793	4209	2392
ADRA2A	chr10	112836790	112840658	3869	2314
ADRA2B	chr2	96778707	96781984	3278	1990
RPL19	chr17	37356536	37360980	4445	2207
TEX26	chr13	31506840	31549639	42800	17377
TEX22	chr14	105864916	105916443	51528	28651
RNU7-53P	chr5	129722314	129722373	60	22
TEX28	chrX	153498930	153523796	24867	12363
TEX29	chr13	111968531	111996596	28066	14172
SYT8	chr11	1848709	1858751	10043	6359
SYT9	chr11	7260099	7490273	230175	92319
MTCH2	chr11	47638867	47664175	25309	11001
MTCH1	chr6	36935917	36954074	18158	9475
SYT1	chr12	79257773	79845788	588016	209393
SYT2	chr1	202559724	202679545	119822	60094
